classes,cap-shape,cap-surface,cap-color,bruises,odor,gill-attachment,gill-spacing,gill-size,gill-color,stalk-shape,stalk-root,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,veil-type,veil-color,ring-number,ring-type,spore-print-color,population,habitat
e,f,f,10,t,n,f,c,b,9,t,b,s,s,11,5,p,11,o,p,1,v,7
e,f,y,2,t,n,f,c,b,9,t,b,s,s,8,11,p,11,o,p,2,v,7
e,f,y,5,t,n,f,c,b,2,t,b,s,s,11,8,p,11,o,p,1,v,7
e,f,f,5,t,n,f,c,b,9,t,b,s,s,11,8,p,11,o,p,2,y,7
p,x,f,11,f,c,f,c,n,8,e,b,s,s,11,11,p,11,o,p,1,v,7
p,x,f,5,f,f,f,c,b,8,e,b,k,k,8,8,p,11,o,l,4,v,1
p,x,f,5,f,c,f,w,n,9,e,b,s,s,11,11,p,11,o,p,2,v,7
e,f,f,10,t,n,f,c,b,2,t,b,s,s,11,11,p,11,o,p,2,v,7
e,f,y,10,t,n,f,c,b,11,t,b,s,s,8,8,p,11,o,p,2,v,7
p,f,y,5,f,f,f,c,b,4,e,b,k,k,3,2,p,11,o,l,4,y,7
p,x,f,5,f,f,f,c,b,4,e,b,k,k,2,2,p,11,o,l,4,y,1
e,f,y,10,t,n,f,c,b,8,t,b,s,s,5,8,p,11,o,p,2,y,7
p,x,f,8,f,c,f,w,n,5,e,b,s,s,11,11,p,11,o,p,2,s,7
p,x,s,5,f,c,f,c,n,9,e,b,s,s,11,11,p,11,o,p,1,s,7
e,f,y,10,t,n,f,c,b,11,t,b,s,s,11,5,p,11,o,p,1,v,7
e,f,f,10,t,n,f,c,b,8,t,b,s,s,5,8,p,11,o,p,2,y,7
e,f,y,10,t,n,f,c,b,11,t,b,s,s,8,5,p,11,o,p,1,y,7
e,f,y,2,t,n,f,c,b,11,t,b,s,s,11,5,p,11,o,p,1,v,7
p,x,s,8,f,c,f,w,n,5,e,b,s,s,11,11,p,11,o,p,2,v,7
p,x,f,5,f,f,f,c,b,8,e,b,k,k,2,2,p,11,o,l,4,y,7
e,f,f,10,t,n,f,c,b,11,t,b,s,s,11,11,p,11,o,p,1,v,7
e,f,y,10,t,n,f,c,b,9,t,b,s,s,11,8,p,11,o,p,2,v,7
e,f,f,5,t,n,f,c,b,9,t,b,s,s,11,5,p,11,o,p,1,v,7
e,f,f,10,t,n,f,c,b,9,t,b,s,s,11,8,p,11,o,p,2,y,7
e,f,y,2,t,n,f,c,b,2,t,b,s,s,5,8,p,11,o,p,2,y,7
e,f,y,10,t,n,f,c,b,11,t,b,s,s,5,5,p,11,o,p,1,v,7
p,f,f,12,f,f,f,c,b,5,e,b,k,k,3,2,p,11,o,l,4,v,4
e,x,f,5,t,n,f,c,b,8,t,b,s,s,11,8,p,11,o,p,1,y,7
p,x,s,8,f,c,f,w,n,8,e,b,s,s,11,11,p,11,o,p,2,s,7
e,x,y,10,t,n,f,c,b,11,t,b,s,s,11,8,p,11,o,p,2,y,7
e,f,f,5,t,n,f,c,b,9,t,b,s,s,5,5,p,11,o,p,1,y,7
e,f,f,10,t,n,f,c,b,9,t,b,s,s,5,11,p,11,o,p,2,v,7
e,x,f,10,t,n,f,c,b,9,t,b,s,s,8,11,p,11,o,p,1,v,7
e,f,y,5,t,n,f,c,b,8,t,b,s,s,11,11,p,11,o,p,1,v,7
e,f,f,10,t,n,f,c,b,2,t,b,s,s,5,11,p,11,o,p,2,v,7
p,x,s,11,f,c,f,w,n,2,e,b,s,s,11,11,p,11,o,p,2,v,7
p,x,y,5,f,f,f,c,b,5,e,b,k,k,8,8,p,11,o,l,4,y,7
p,x,f,8,f,c,f,c,n,2,e,b,s,s,11,11,p,11,o,p,1,v,7
e,f,y,5,t,n,f,c,b,11,t,b,s,s,11,5,p,11,o,p,2,y,7
e,x,y,2,t,n,f,c,b,11,t,b,s,s,5,11,p,11,o,p,2,v,7
p,x,f,5,f,c,f,c,n,2,e,b,s,s,11,11,p,11,o,p,2,s,7
e,f,y,2,t,n,f,c,b,11,t,b,s,s,8,8,p,11,o,p,1,y,7
p,x,f,8,f,c,f,c,n,5,e,b,s,s,11,11,p,11,o,p,1,v,7
e,f,f,10,t,n,f,c,b,2,t,b,s,s,8,11,p,11,o,p,2,y,7
p,x,s,11,f,c,f,w,n,2,e,b,s,s,11,11,p,11,o,p,1,s,7
e,x,y,2,t,n,f,c,b,2,t,b,s,s,5,8,p,11,o,p,2,v,7
p,x,f,5,f,f,f,c,b,5,e,b,k,k,8,2,p,11,o,l,4,y,1
p,x,s,5,f,c,f,c,n,2,e,b,s,s,11,11,p,11,o,p,1,s,7
e,f,y,2,t,n,f,c,b,2,t,b,s,s,5,5,p,11,o,p,2,y,7
p,x,f,5,f,f,f,c,b,5,e,b,k,k,8,8,p,11,o,l,4,y,1
p,x,s,8,f,c,f,c,n,8,e,b,s,s,11,11,p,11,o,p,1,v,7
e,f,y,10,t,n,f,c,b,9,t,b,s,s,8,11,p,11,o,p,1,y,7
p,x,s,5,f,c,f,w,n,8,e,b,s,s,11,11,p,11,o,p,2,s,7
e,x,y,5,t,n,f,c,b,8,t,b,s,s,5,11,p,11,o,p,2,v,7
e,x,y,5,t,n,f,c,b,11,t,b,s,s,8,11,p,11,o,p,1,y,7
e,f,y,2,t,n,f,c,b,2,t,b,s,s,5,11,p,11,o,p,2,y,7
e,f,y,2,t,n,f,c,b,9,t,b,s,s,5,11,p,11,o,p,1,v,7
e,f,f,2,t,n,f,c,b,9,t,b,s,s,5,5,p,11,o,p,2,y,7
p,x,s,5,f,c,f,c,n,2,e,b,s,s,11,11,p,11,o,p,2,s,7
e,f,f,5,t,n,f,c,b,11,t,b,s,s,11,8,p,11,o,p,1,v,7
e,x,f,10,t,n,f,c,b,9,t,b,s,s,8,5,p,11,o,p,2,v,7
e,f,f,5,t,n,f,c,b,11,t,b,s,s,5,11,p,11,o,p,2,y,7
e,f,y,10,t,n,f,c,b,2,t,b,s,s,11,5,p,11,o,p,2,y,7
e,f,y,2,t,n,f,c,b,2,t,b,s,s,8,5,p,11,o,p,1,v,7
p,x,f,5,f,f,f,c,b,5,e,b,k,k,2,8,p,11,o,l,4,y,1
p,x,s,5,f,c,f,c,n,8,e,b,s,s,11,11,p,11,o,p,2,s,7
e,f,y,10,t,n,f,c,b,11,t,b,s,s,5,5,p,11,o,p,1,y,7
e,x,y,5,t,n,f,c,b,11,t,b,s,s,8,11,p,11,o,p,2,y,7
p,x,f,5,f,c,f,w,n,5,e,b,s,s,11,11,p,11,o,p,1,v,7
e,f,y,2,t,n,f,c,b,2,t,b,s,s,11,11,p,11,o,p,1,y,7
e,f,y,5,t,n,f,c,b,2,t,b,s,s,5,11,p,11,o,p,1,y,7
e,f,f,10,t,n,f,c,b,9,t,b,s,s,8,11,p,11,o,p,1,v,7
p,x,f,12,f,f,f,c,b,8,e,b,k,k,2,3,p,11,o,l,4,v,4
p,x,s,5,f,c,f,w,n,8,e,b,s,s,11,11,p,11,o,p,1,v,7
e,f,y,5,t,n,f,c,b,2,t,b,s,s,5,11,p,11,o,p,2,y,7
e,f,y,2,t,n,f,c,b,8,t,b,s,s,5,5,p,11,o,p,2,y,7
e,f,y,2,t,n,f,c,b,9,t,b,s,s,5,5,p,11,o,p,1,y,7
e,f,y,5,t,n,f,c,b,8,t,b,s,s,8,11,p,11,o,p,2,v,7
e,f,y,5,t,n,f,c,b,2,t,b,s,s,8,11,p,11,o,p,1,v,7
p,x,f,5,f,f,f,c,b,5,e,b,k,k,2,2,p,11,o,l,4,v,4
e,f,y,5,t,n,f,c,b,11,t,b,s,s,8,11,p,11,o,p,1,y,7
e,f,f,10,t,n,f,c,b,8,t,b,s,s,5,11,p,11,o,p,2,v,7
p,x,f,5,f,c,f,w,n,5,e,b,s,s,11,11,p,11,o,p,2,v,7
e,f,y,5,t,n,f,c,b,9,t,b,s,s,11,8,p,11,o,p,2,v,7
p,f,y,5,f,f,f,c,b,4,e,b,k,k,8,8,p,11,o,l,4,y,4
e,f,f,10,t,n,f,c,b,9,t,b,s,s,8,5,p,11,o,p,1,y,7
p,x,f,5,f,f,f,c,b,4,e,b,k,k,3,8,p,11,o,l,4,v,4
e,f,y,5,t,n,f,c,b,9,t,b,s,s,11,8,p,11,o,p,1,v,7
p,x,f,8,f,c,f,c,n,2,e,b,s,s,11,11,p,11,o,p,2,s,7
e,f,f,10,t,n,f,c,b,11,t,b,s,s,8,8,p,11,o,p,2,v,7
p,x,f,8,f,c,f,w,n,8,e,b,s,s,11,11,p,11,o,p,2,v,7
p,x,s,11,f,c,f,c,n,9,e,b,s,s,11,11,p,11,o,p,2,s,7
e,f,y,5,t,n,f,c,b,2,t,b,s,s,8,11,p,11,o,p,2,v,7
p,x,s,8,f,c,f,w,n,9,e,b,s,s,11,11,p,11,o,p,2,v,7
p,x,f,5,f,f,f,c,b,5,e,b,k,k,3,3,p,11,o,l,4,y,7
e,x,f,2,t,n,f,c,b,9,t,b,s,s,11,5,p,11,o,p,2,v,7
e,f,y,5,t,n,f,c,b,8,t,b,s,s,8,8,p,11,o,p,1,y,7
e,f,y,10,t,n,f,c,b,9,t,b,s,s,11,11,p,11,o,p,1,y,7
p,x,f,5,f,f,f,c,b,8,e,b,k,k,8,3,p,11,o,l,4,y,1
p,x,f,5,f,c,f,w,n,2,e,b,s,s,11,11,p,11,o,p,2,v,7
p,x,f,5,f,f,f,c,b,5,e,b,k,k,8,3,p,11,o,l,4,v,4
p,x,f,11,f,c,f,w,n,9,e,b,s,s,11,11,p,11,o,p,2,s,7
e,f,y,2,t,n,f,c,b,8,t,b,s,s,5,11,p,11,o,p,1,y,7
e,f,y,5,t,n,f,c,b,8,t,b,s,s,11,11,p,11,o,p,1,y,7
p,x,f,11,f,c,f,w,n,5,e,b,s,s,11,11,p,11,o,p,1,s,7
e,x,y,5,t,n,f,c,b,11,t,b,s,s,5,11,p,11,o,p,1,y,7
e,f,y,2,t,n,f,c,b,11,t,b,s,s,11,8,p,11,o,p,1,v,7
e,f,f,5,t,n,f,c,b,9,t,b,s,s,5,11,p,11,o,p,1,y,7
e,x,y,10,t,n,f,c,b,8,t,b,s,s,8,5,p,11,o,p,1,y,7
e,f,y,10,t,n,f,c,b,2,t,b,s,s,8,5,p,11,o,p,1,y,7
p,x,f,11,f,c,f,w,n,2,e,b,s,s,11,11,p,11,o,p,1,s,7
e,f,f,10,t,n,f,c,b,8,t,b,s,s,5,5,p,11,o,p,2,y,7
p,x,y,12,f,f,f,c,b,4,e,b,k,k,2,8,p,11,o,l,4,y,7
e,f,f,5,t,n,f,c,b,8,t,b,s,s,11,8,p,11,o,p,2,v,7
e,f,y,2,t,n,f,c,b,2,t,b,s,s,8,5,p,11,o,p,2,v,7
p,x,f,5,f,c,f,w,n,8,e,b,s,s,11,11,p,11,o,p,2,v,7
p,x,s,8,f,c,f,c,n,2,e,b,s,s,11,11,p,11,o,p,2,v,7
e,f,f,10,t,n,f,c,b,9,t,b,s,s,5,8,p,11,o,p,2,y,7
e,x,f,5,t,n,f,c,b,8,t,b,s,s,8,8,p,11,o,p,1,v,7
e,f,y,5,t,n,f,c,b,9,t,b,s,s,5,5,p,11,o,p,1,y,7
p,x,f,5,f,f,f,c,b,4,e,b,k,k,2,3,p,11,o,l,4,v,4
e,x,y,2,t,n,f,c,b,9,t,b,s,s,11,11,p,11,o,p,1,v,7
e,f,y,5,t,n,f,c,b,2,t,b,s,s,8,11,p,11,o,p,1,y,7
e,f,f,5,t,n,f,c,b,9,t,b,s,s,5,5,p,11,o,p,2,y,7
p,x,f,5,f,c,f,c,n,8,e,b,s,s,11,11,p,11,o,p,1,s,7
e,f,y,2,t,n,f,c,b,8,t,b,s,s,11,8,p,11,o,p,2,v,7
p,x,f,5,f,f,f,c,b,4,e,b,k,k,8,8,p,11,o,l,4,v,4
e,f,y,5,t,n,f,c,b,9,t,b,s,s,8,8,p,11,o,p,1,v,7
e,f,f,10,t,n,f,c,b,9,t,b,s,s,8,5,p,11,o,p,1,v,7
e,f,f,10,t,n,f,c,b,2,t,b,s,s,11,8,p,11,o,p,1,y,7
p,x,s,11,f,c,f,c,n,9,e,b,s,s,11,11,p,11,o,p,2,v,7
p,x,f,11,f,c,f,w,n,8,e,b,s,s,11,11,p,11,o,p,2,s,7
e,f,f,10,t,n,f,c,b,11,t,b,s,s,8,11,p,11,o,p,1,v,7
e,f,f,10,t,n,f,c,b,8,t,b,s,s,11,11,p,11,o,p,1,v,7
e,f,y,2,t,n,f,c,b,9,t,b,s,s,8,5,p,11,o,p,1,y,7
p,x,f,5,f,f,f,c,b,4,e,b,k,k,2,3,p,11,o,l,4,v,1
e,f,y,5,t,n,f,c,b,11,t,b,s,s,5,5,p,11,o,p,1,y,7
p,x,f,5,f,f,f,c,b,8,e,b,k,k,8,2,p,11,o,l,4,y,4
e,f,f,10,t,n,f,c,b,11,t,b,s,s,5,8,p,11,o,p,2,y,7
p,x,f,5,f,f,f,c,b,4,e,b,k,k,2,8,p,11,o,l,4,v,1
e,f,y,5,t,n,f,c,b,9,t,b,s,s,8,11,p,11,o,p,2,v,7
e,f,f,10,t,n,f,c,b,9,t,b,s,s,11,11,p,11,o,p,1,y,7
e,f,y,2,t,n,f,c,b,11,t,b,s,s,11,11,p,11,o,p,2,v,7
p,x,f,5,f,f,f,c,b,4,e,b,k,k,8,2,p,11,o,l,4,y,7
e,f,f,10,t,n,f,c,b,9,t,b,s,s,5,5,p,11,o,p,1,y,7
e,x,f,5,t,n,f,c,b,8,t,b,s,s,5,5,p,11,o,p,2,v,7
e,f,y,5,t,n,f,c,b,2,t,b,s,s,8,5,p,11,o,p,2,v,7
p,x,f,11,f,c,f,w,n,9,e,b,s,s,11,11,p,11,o,p,1,s,7
e,f,f,10,t,n,f,c,b,8,t,b,s,s,11,8,p,11,o,p,1,y,7
e,f,f,10,t,n,f,c,b,2,t,b,s,s,8,8,p,11,o,p,1,y,7
e,f,y,10,t,n,f,c,b,9,t,b,s,s,11,5,p,11,o,p,2,y,7
e,x,f,10,t,n,f,c,b,2,t,b,s,s,5,8,p,11,o,p,1,v,7
e,f,y,2,t,n,f,c,b,9,t,b,s,s,8,11,p,11,o,p,1,v,7
p,x,f,5,f,f,f,c,b,8,e,b,k,k,8,2,p,11,o,l,4,v,1
e,x,f,5,t,n,f,c,b,2,t,b,s,s,8,11,p,11,o,p,1,v,7
p,x,f,5,f,f,f,c,b,5,e,b,k,k,3,2,p,11,o,l,4,y,7
e,f,y,5,t,n,f,c,b,2,t,b,s,s,5,11,p,11,o,p,1,v,7
e,f,y,2,t,n,f,c,b,8,t,b,s,s,8,8,p,11,o,p,2,y,7
p,x,y,5,f,f,f,c,b,4,e,b,k,k,3,8,p,11,o,l,4,v,7
e,f,y,5,t,n,f,c,b,11,t,b,s,s,11,8,p,11,o,p,2,y,7
p,f,f,5,f,f,f,c,b,8,e,b,k,k,2,8,p,11,o,l,4,v,7
e,f,y,10,t,n,f,c,b,11,t,b,s,s,8,8,p,11,o,p,1,y,7
p,x,s,5,f,c,f,c,n,5,e,b,s,s,11,11,p,11,o,p,2,v,7
e,f,y,10,t,n,f,c,b,9,t,b,s,s,8,11,p,11,o,p,1,v,7
e,f,y,2,t,n,f,c,b,9,t,b,s,s,5,11,p,11,o,p,1,y,7
e,x,f,10,t,n,f,c,b,2,t,b,s,s,5,11,p,11,o,p,1,v,7
e,f,y,10,t,n,f,c,b,2,t,b,s,s,8,11,p,11,o,p,1,v,7
e,f,y,5,t,n,f,c,b,11,t,b,s,s,8,5,p,11,o,p,2,v,7
p,x,s,8,f,c,f,w,n,2,e,b,s,s,11,11,p,11,o,p,1,s,7
p,f,f,5,f,f,f,c,b,4,e,b,k,k,3,8,p,11,o,l,4,v,7
e,f,f,5,t,n,f,c,b,11,t,b,s,s,8,11,p,11,o,p,2,v,7
e,f,f,10,t,n,f,c,b,11,t,b,s,s,11,5,p,11,o,p,2,y,7
p,x,f,8,f,c,f,c,n,9,e,b,s,s,11,11,p,11,o,p,2,v,7
e,f,f,2,t,n,f,c,b,8,t,b,s,s,5,5,p,11,o,p,2,y,7
e,f,y,5,t,n,f,c,b,8,t,b,s,s,8,11,p,11,o,p,1,v,7
e,f,y,10,t,n,f,c,b,8,t,b,s,s,8,11,p,11,o,p,1,y,7
e,f,y,10,t,n,f,c,b,11,t,b,s,s,11,11,p,11,o,p,1,y,7
e,x,f,5,t,n,f,c,b,2,t,b,s,s,8,5,p,11,o,p,2,y,7
p,x,s,11,f,c,f,w,n,8,e,b,s,s,11,11,p,11,o,p,2,v,7
e,f,y,5,t,n,f,c,b,2,t,b,s,s,5,5,p,11,o,p,1,y,7
p,x,y,5,f,f,f,c,b,8,e,b,k,k,3,8,p,11,o,l,4,v,7
e,f,y,2,t,n,f,c,b,8,t,b,s,s,8,11,p,11,o,p,1,v,7
e,f,y,2,t,n,f,c,b,8,t,b,s,s,5,5,p,11,o,p,1,v,7
p,x,s,5,f,c,f,w,n,2,e,b,s,s,11,11,p,11,o,p,1,s,7
e,f,y,5,t,n,f,c,b,8,t,b,s,s,8,11,p,11,o,p,2,y,7
e,f,y,10,t,n,f,c,b,11,t,b,s,s,11,11,p,11,o,p,2,v,7
p,x,f,5,f,f,f,c,b,5,e,b,k,k,8,2,p,11,o,l,4,y,7
e,x,y,2,t,n,f,c,b,11,t,b,s,s,5,8,p,11,o,p,2,y,7
e,f,y,10,t,n,f,c,b,9,t,b,s,s,8,5,p,11,o,p,2,v,7
e,f,f,10,t,n,f,c,b,2,t,b,s,s,8,5,p,11,o,p,1,v,7
p,x,s,8,f,c,f,c,n,2,e,b,s,s,11,11,p,11,o,p,2,s,7
p,x,f,5,f,f,f,c,b,4,e,b,k,k,8,8,p,11,o,l,4,v,7
e,f,y,10,t,n,f,c,b,8,t,b,s,s,8,11,p,11,o,p,1,v,7
e,f,y,5,t,n,f,c,b,8,t,b,s,s,5,11,p,11,o,p,1,v,7
p,x,s,8,f,c,f,c,n,8,e,b,s,s,11,11,p,11,o,p,2,v,7
e,f,f,5,t,n,f,c,b,9,t,b,s,s,11,5,p,11,o,p,2,y,7
e,f,f,10,t,n,f,c,b,2,t,b,s,s,11,11,p,11,o,p,1,y,7
e,f,f,2,t,n,f,c,b,9,t,b,s,s,5,11,p,11,o,p,1,v,7
e,x,y,5,t,n,f,c,b,2,t,b,s,s,11,11,p,11,o,p,2,v,7
e,x,y,2,t,n,f,c,b,11,t,b,s,s,11,8,p,11,o,p,2,y,7
e,f,y,2,t,n,f,c,b,9,t,b,s,s,5,8,p,11,o,p,2,y,7
p,x,f,8,f,c,f,c,n,8,e,b,s,s,11,11,p,11,o,p,1,v,7
e,f,f,10,t,n,f,c,b,8,t,b,s,s,11,8,p,11,o,p,1,v,7
p,x,y,12,f,f,f,c,b,8,e,b,k,k,2,2,p,11,o,l,4,y,7
p,x,s,5,f,c,f,w,n,8,e,b,s,s,11,11,p,11,o,p,2,v,7
e,f,y,2,t,n,f,c,b,11,t,b,s,s,11,11,p,11,o,p,1,v,7
p,f,f,5,f,f,f,c,b,8,e,b,k,k,2,2,p,11,o,l,4,v,7
p,x,f,5,f,c,f,w,n,2,e,b,s,s,11,11,p,11,o,p,1,s,7
e,f,y,5,t,n,f,c,b,8,t,b,s,s,8,5,p,11,o,p,1,y,7
e,f,y,5,t,n,f,c,b,9,t,b,s,s,5,5,p,11,o,p,1,v,7
e,f,y,5,t,n,f,c,b,11,t,b,s,s,5,8,p,11,o,p,2,v,7
e,x,y,2,t,n,f,c,b,11,t,b,s,s,5,11,p,11,o,p,2,y,7
p,x,f,12,f,f,f,c,b,8,e,b,k,k,3,2,p,11,o,l,4,v,1
e,f,f,5,t,n,f,c,b,9,t,b,s,s,5,11,p,11,o,p,2,y,7
p,x,f,5,f,f,f,c,b,8,e,b,k,k,3,8,p,11,o,l,4,v,4
e,f,y,10,t,n,f,c,b,9,t,b,s,s,5,11,p,11,o,p,2,v,7
e,f,f,10,t,n,f,c,b,11,t,b,s,s,8,5,p,11,o,p,2,y,7
p,f,f,5,f,f,f,c,b,8,e,b,k,k,2,8,p,11,o,l,4,y,7
e,f,f,10,t,n,f,c,b,8,t,b,s,s,8,5,p,11,o,p,1,v,7
p,x,f,12,f,f,f,c,b,5,e,b,k,k,8,2,p,11,o,l,4,y,4
e,f,f,10,t,n,f,c,b,9,t,b,s,s,5,5,p,11,o,p,2,v,7
e,f,f,5,t,n,f,c,b,9,t,b,s,s,11,11,p,11,o,p,2,v,7
e,f,f,10,t,n,f,c,b,8,t,b,s,s,5,5,p,11,o,p,1,v,7
e,f,y,10,t,n,f,c,b,2,t,b,s,s,11,11,p,11,o,p,2,v,7
e,f,y,10,t,n,f,c,b,2,t,b,s,s,5,11,p,11,o,p,1,y,7
e,f,y,2,t,n,f,c,b,2,t,b,s,s,5,8,p,11,o,p,2,v,7
e,f,f,5,t,n,f,c,b,11,t,b,s,s,5,5,p,11,o,p,2,v,7
e,f,f,10,t,n,f,c,b,8,t,b,s,s,8,11,p,11,o,p,2,v,7
p,x,f,5,f,f,f,c,b,5,e,b,k,k,3,3,p,11,o,l,4,v,1
e,f,y,2,t,n,f,c,b,9,t,b,s,s,11,5,p,11,o,p,1,y,7
p,x,f,5,f,c,f,c,n,2,e,b,s,s,11,11,p,11,o,p,1,v,7
e,f,y,2,t,n,f,c,b,11,t,b,s,s,5,11,p,11,o,p,2,v,7
e,f,y,5,t,n,f,c,b,11,t,b,s,s,11,5,p,11,o,p,1,v,7
e,x,f,10,t,n,f,c,b,8,t,b,s,s,8,5,p,11,o,p,1,y,7
e,f,y,10,t,n,f,c,b,8,t,b,s,s,8,8,p,11,o,p,1,y,7
e,f,f,5,t,n,f,c,b,8,t,b,s,s,8,8,p,11,o,p,2,v,7
e,x,y,5,t,n,f,c,b,8,t,b,s,s,5,5,p,11,o,p,2,v,7
p,x,f,8,f,c,f,c,n,5,e,b,s,s,11,11,p,11,o,p,1,s,7
e,x,y,2,t,n,f,c,b,2,t,b,s,s,8,8,p,11,o,p,2,y,7
e,f,y,2,t,n,f,c,b,2,t,b,s,s,11,5,p,11,o,p,1,v,7
e,f,y,5,t,n,f,c,b,11,t,b,s,s,8,5,p,11,o,p,1,y,7
p,f,f,5,f,f,f,c,b,5,e,b,k,k,2,2,p,11,o,l,4,y,1
e,f,y,5,t,n,f,c,b,11,t,b,s,s,8,8,p,11,o,p,2,v,7
e,f,y,10,t,n,f,c,b,2,t,b,s,s,5,5,p,11,o,p,1,y,7
p,x,f,5,f,f,f,c,b,5,e,b,k,k,8,3,p,11,o,l,4,y,1
e,f,y,2,t,n,f,c,b,2,t,b,s,s,8,5,p,11,o,p,1,y,7
p,x,f,5,f,f,f,c,b,4,e,b,k,k,8,3,p,11,o,l,4,v,1
e,f,f,10,t,n,f,c,b,11,t,b,s,s,11,8,p,11,o,p,1,y,7
e,x,y,2,t,n,f,c,b,11,t,b,s,s,5,11,p,11,o,p,1,y,7
e,x,y,5,t,n,f,c,b,8,t,b,s,s,8,11,p,11,o,p,1,y,7
e,f,y,10,t,n,f,c,b,9,t,b,s,s,11,5,p,11,o,p,1,v,7
p,x,y,5,f,f,f,c,b,8,e,b,k,k,3,2,p,11,o,l,4,v,7
p,x,s,5,f,c,f,c,n,5,e,b,s,s,11,11,p,11,o,p,1,v,7
p,x,f,5,f,f,f,c,b,8,e,b,k,k,3,2,p,11,o,l,4,v,1
p,x,f,5,f,f,f,c,b,8,e,b,k,k,3,3,p,11,o,l,4,v,4
p,f,f,5,f,f,f,c,b,8,e,b,k,k,3,3,p,11,o,l,4,y,4
e,f,f,5,t,n,f,c,b,9,t,b,s,s,11,11,p,11,o,p,1,v,7
p,x,f,5,f,f,f,c,b,5,e,b,k,k,3,2,p,11,o,l,4,v,7
e,f,y,10,t,n,f,c,b,8,t,b,s,s,11,8,p,11,o,p,1,v,7
e,f,y,2,t,n,f,c,b,11,t,b,s,s,8,5,p,11,o,p,2,v,7
e,f,y,2,t,n,f,c,b,2,t,b,s,s,11,5,p,11,o,p,1,y,7
p,x,y,12,f,f,f,c,b,8,e,b,k,k,2,3,p,11,o,l,4,y,7
e,f,y,5,t,n,f,c,b,2,t,b,s,s,11,11,p,11,o,p,1,y,7
p,x,f,8,f,c,f,w,n,9,e,b,s,s,11,11,p,11,o,p,2,s,7
e,f,f,10,t,n,f,c,b,11,t,b,s,s,11,11,p,11,o,p,2,y,7
e,f,y,2,t,n,f,c,b,2,t,b,s,s,5,8,p,11,o,p,1,y,7
e,x,y,2,t,n,f,c,b,2,t,b,s,s,11,5,p,11,o,p,1,v,7
e,f,f,10,t,n,f,c,b,8,t,b,s,s,11,11,p,11,o,p,2,y,7
p,x,f,5,f,f,f,c,b,4,e,b,k,k,8,2,p,11,o,l,4,y,1
p,x,f,5,f,f,f,c,b,4,e,b,k,k,8,2,p,11,o,l,4,v,4
e,f,f,5,t,n,f,c,b,2,t,b,s,s,8,5,p,11,o,p,1,v,7
e,x,f,2,t,n,f,c,b,9,t,b,s,s,8,11,p,11,o,p,2,v,7
p,x,f,5,f,f,f,c,b,8,e,b,k,k,8,8,p,11,o,l,4,v,7
e,f,f,5,t,n,f,c,b,11,t,b,s,s,8,5,p,11,o,p,2,y,7
p,x,f,8,f,c,f,c,n,5,e,b,s,s,11,11,p,11,o,p,2,s,7
e,f,y,2,t,n,f,c,b,2,t,b,s,s,11,11,p,11,o,p,2,v,7
e,f,y,5,t,n,f,c,b,2,t,b,s,s,5,8,p,11,o,p,1,y,7
p,x,f,5,f,f,f,c,b,5,e,b,k,k,2,2,p,11,o,l,4,y,4
e,x,f,10,t,n,f,c,b,11,t,b,s,s,5,5,p,11,o,p,1,y,7
p,x,s,5,f,c,f,w,n,9,e,b,s,s,11,11,p,11,o,p,1,s,7
p,x,f,5,f,f,f,c,b,4,e,b,k,k,3,8,p,11,o,l,4,v,1
e,f,y,2,t,n,f,c,b,2,t,b,s,s,11,8,p,11,o,p,2,v,7
p,x,f,5,f,f,f,c,b,5,e,b,k,k,2,3,p,11,o,l,4,v,7
e,f,y,10,t,n,f,c,b,8,t,b,s,s,8,5,p,11,o,p,1,v,7
e,f,f,5,t,n,f,c,b,9,t,b,s,s,8,11,p,11,o,p,2,y,7
e,f,f,5,t,n,f,c,b,11,t,b,s,s,5,8,p,11,o,p,2,y,7
e,f,y,2,t,n,f,c,b,11,t,b,s,s,11,8,p,11,o,p,2,y,7
e,f,y,10,t,n,f,c,b,9,t,b,s,s,11,8,p,11,o,p,2,y,7
e,f,y,5,t,n,f,c,b,8,t,b,s,s,5,5,p,11,o,p,1,y,7
e,f,y,10,t,n,f,c,b,9,t,b,s,s,11,5,p,11,o,p,1,y,7
e,f,y,2,t,n,f,c,b,2,t,b,s,s,8,11,p,11,o,p,1,y,7
p,x,y,12,f,f,f,c,b,8,e,b,k,k,8,2,p,11,o,l,4,y,1
e,f,f,5,t,n,f,c,b,9,t,b,s,s,8,8,p,11,o,p,1,y,7
e,f,y,2,t,n,f,c,b,9,t,b,s,s,5,11,p,11,o,p,2,v,7
p,x,f,5,f,f,f,c,b,5,e,b,k,k,2,3,p,11,o,l,4,y,1
p,x,f,5,f,f,f,c,b,8,e,b,k,k,8,3,p,11,o,l,4,v,7
p,x,f,5,f,f,f,c,b,8,e,b,k,k,3,2,p,11,o,l,4,y,4
e,f,y,10,t,n,f,c,b,9,t,b,s,s,5,8,p,11,o,p,2,y,7
e,f,y,2,t,n,f,c,b,8,t,b,s,s,11,8,p,11,o,p,1,v,7
p,x,y,5,f,f,f,c,b,8,e,b,k,k,2,2,p,11,o,l,4,y,7
p,x,f,5,f,f,f,c,b,8,e,b,k,k,8,3,p,11,o,l,4,v,4
